Property_price_EGP,Location_governorate,Location_City,Bed_Rooms,Bath_Rooms,Home_Space_SQM,Furnished,Property_Type,Payment_Option,Delivery_Date
"1,700,000",Cairo,Madinaty,3,2,103,No,Apartment,Cash,Ready To Move
"500,000",Alexandria,Saba Pasha,3,1,150,No,Apartment,Cash,Ready To Move
"1,200,000Negotiable",,160 SQM,32icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"1,100,000",Alexandria,Sidi Beshr,3,1,150,No,Apartment,Cash,Ready To Move
"4,000,000Negotiable",,550 SQM,54icon/categories/area550 SQM,,icon/categories/area550,No,Apartment,Cash,Ready To Move
"1,000,000",Giza,6th of October,3,1,150,No,Apartment,Cash,Ready To Move
"1,250,000",Cairo,Obour City,3,3,174,No,Apartment,Cash,Ready To Move
"3,900,000",Cairo,New Cairo - El Tagamoa,2,3,156,No,Apartment,Cash,Ready To Move
"1,550,000",Cairo,Rehab City,2,1,92,No,Apartment,Cash,Ready To Move
"1,950,000Negotiable",,230 SQM,32icon/categories/area230 SQM,,icon/categories/area230,No,Apartment,Cash,Ready To Move
"450,000Negotiable",,70 SQM,21icon/categories/area70 SQM,,icon/categories/area70,No,Apartment,Cash,Ready To Move
"1,100,000Negotiable",,175 SQM,31icon/categories/area175 SQM,,icon/categories/area175,No,Apartment,Cash,Ready To Move
"330,000Negotiable",,80 SQM,31icon/categories/area80 SQM,,icon/categories/area80,No,Apartment,Cash,Ready To Move
"650,000",Alexandria,Agami,3,1,120,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Madinaty,3,3,168,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Almazah,3,2,175,No,Apartment,Cash,Ready To Move
"3,350,000",Cairo,New Cairo - El Tagamoa,2,3,156,No,Apartment,Cash,Ready To Move
"550,000Negotiable",,70 SQM,31icon/categories/area70 SQM,,icon/categories/area70,No,Apartment,Cash,Ready To Move
"360,000Negotiable",,80 SQM,21icon/categories/area80 SQM,,icon/categories/area80,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,3,2,128,No,Apartment,Cash,Ready To Move
"330,000",Alexandria,Awayed,3,1,137,No,Apartment,Cash,Ready To Move
"700,000Negotiable",,100 SQM,31icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"2,500,000",Alexandria,Al Ibrahimiyyah,3,2,160,No,Apartment,Cash,Ready To Move
"240,000Negotiable",,75 SQM,21icon/categories/area75 SQM,,icon/categories/area75,No,Apartment,Cash,Ready To Move
"380,000",Alexandria,Agami,3,1,150,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,135 SQM,21icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"1,650,000Negotiable",,160 SQM,31icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,124 SQM,32icon/categories/area124 SQM,,icon/categories/area124,No,Apartment,Cash,Ready To Move
"350,000Negotiable",,100 SQM,31icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"880,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,3,175,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,270 SQM,42icon/categories/area270 SQM,,icon/categories/area270,No,Apartment,Cash,Ready To Move
"500,000",Cairo,Nasr City,3,1,100,No,Apartment,Cash,Ready To Move
"350,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,180,000",Alexandria,Sporting,2,1,90,No,Apartment,Cash,Ready To Move
"220,000",Giza,6th of October,2,1,71,No,Apartment,Cash,Ready To Move
"500,000Negotiable",,115 SQM,31icon/categories/area115 SQM,,icon/categories/area115,No,Apartment,Cash,Ready To Move
"475,000Negotiable",,130 SQM,31icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,650,000",Cairo,Rehab City,3,2,157,No,Apartment,Cash,Ready To Move
"1,150,000Negotiable",,190 SQM,31icon/categories/area190 SQM,,icon/categories/area190,No,Apartment,Cash,Ready To Move
"2,000,000",Giza,Sheikh Zayed,2,1,78,No,Apartment,Cash,Ready To Move
"470,000Negotiable",,140 SQM,31icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"700,000Negotiable",,175 SQM,32icon/categories/area175 SQM,,icon/categories/area175,No,Apartment,Cash,Ready To Move
"260,000Negotiable",,115 SQM,21icon/categories/area115 SQM,,icon/categories/area115,No,Apartment,Cash,Ready To Move
"470,000Negotiable",,160 SQM,32icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"950,000",Cairo,New Nozha,2,1,130,No,Apartment,Cash,Ready To Move
"800,000",Giza,Hadayek al-Ahram,3,2,120,No,Apartment,Cash,Ready To Move
"2,000,000Negotiable",,210 SQM,42icon/categories/area210 SQM,,icon/categories/area210,No,Apartment,Cash,Ready To Move
"1,900,000Negotiable",,99 SQM,21icon/categories/area99 SQM,,icon/categories/area99,No,Apartment,Cash,Ready To Move
"2,850,000Negotiable",,175 SQM,33icon/categories/area175 SQM,,icon/categories/area175,No,Apartment,Cash,Ready To Move
"4,000,000",Cairo,Madinaty,3,3,245,No,Apartment,Cash,Ready To Move
"1,420,000Negotiable",,82 SQM,21icon/categories/area82 SQM,,icon/categories/area82,No,Apartment,Cash,Ready To Move
"3,200,000Negotiable",,260 SQM,42icon/categories/area260 SQM,,icon/categories/area260,No,Apartment,Cash,Ready To Move
"2,950,000Negotiable",,175 SQM,33icon/categories/area175 SQM,,icon/categories/area175,No,Apartment,Cash,Ready To Move
"3,100,000",Cairo,Madinaty,3,2,140,No,Apartment,Cash,Ready To Move
"620,000Negotiable",,85 SQM,31icon/categories/area85 SQM,,icon/categories/area85,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Madinaty,3,3,165,No,Apartment,Cash,Ready To Move
"250,000",Alexandria,Sidi Beshr,2,1,60,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,400,000Negotiable",,125 SQM,31icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Madinaty,3,3,200,No,Apartment,Cash,Ready To Move
"560,000",Cairo,Helmeyat El Zaytoun,2,1,120,No,Apartment,Cash,Ready To Move
"3,600,000",Giza,6th of October,4,3,300,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,120 SQM,22icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,3,178,No,Apartment,Cash,Ready To Move
"1,400,000",Cairo,Madinaty,2,1,78,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,120 SQM,21icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Madinaty,3,3,165,No,Apartment,Cash,Ready To Move
"380,000",Cairo,Obour City,2,1,74,No,Apartment,Cash,Ready To Move
"3,300,000",Giza,6th of October,3,2,240,No,Apartment,Cash,Ready To Move
"1,260,000Negotiable",,180 SQM,32icon/categories/area180 SQM,,icon/categories/area180,No,Apartment,Cash,Ready To Move
"4,000,000",Cairo,Maadi,5,3,350,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,200 SQM,32icon/categories/area200 SQM,,icon/categories/area200,No,Apartment,Cash,Ready To Move
"920,000Negotiable",,220 SQM,32icon/categories/area220 SQM,,icon/categories/area220,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,125 SQM,32icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"950,000Negotiable",,148 SQM,32icon/categories/area148 SQM,,icon/categories/area148,No,Apartment,Cash,Ready To Move
"670,000Negotiable",,150 SQM,32icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,125 SQM,31icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Rehab City,3,2,120,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Rehab City,3,2,131,No,Apartment,Cash,Ready To Move
"850,000Negotiable",,155 SQM,32icon/categories/area155 SQM,,icon/categories/area155,No,Apartment,Cash,Ready To Move
"2,300,000Negotiable",,155 SQM,33icon/categories/area155 SQM,,icon/categories/area155,No,Apartment,Cash,Ready To Move
"350,000",Qalyubia,Khosous,2,1,100,No,Apartment,Cash,Ready To Move
"90,000",Alexandria,Victoria,1,1,60,No,Apartment,Cash,Ready To Move
"780,000Negotiable",,164 SQM,32icon/categories/area164 SQM,,icon/categories/area164,No,Apartment,Cash,Ready To Move
"880,000Negotiable",,130 SQM,22icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,2,90,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,85 SQM,21icon/categories/area85 SQM,,icon/categories/area85,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,175 SQM,32icon/categories/area175 SQM,,icon/categories/area175,No,Apartment,Cash,Ready To Move
"160,000Negotiable",,76 SQM,31icon/categories/area76 SQM,,icon/categories/area76,No,Apartment,Cash,Ready To Move
"290,000Negotiable",,75 SQM,21icon/categories/area75 SQM,,icon/categories/area75,No,Apartment,Cash,Ready To Move
"1,500,000",Giza,Sheikh Zayed,3,2,143,No,Apartment,Cash,Ready To Move
"350,000",Alexandria,Agami,2,1,110,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,240 SQM,33icon/categories/area240 SQM,,icon/categories/area240,No,Apartment,Cash,Ready To Move
"150,000",Alexandria,Sidi Beshr,2,1,60,No,Apartment,Cash,Ready To Move
"1,950,000",Cairo,Madinaty,2,1,105,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Madinaty,3,3,165,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,3,2,125,No,Apartment,Cash,Ready To Move
"245,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"270,000",Cairo,Masr al-Kadema,2,1,90,No,Apartment,Cash,Ready To Move
"2,050,000",Cairo,Rehab City,3,2,131,No,Apartment,Cash,Ready To Move
"1,250,000Negotiable",,160 SQM,31icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"400,000Negotiable",,135 SQM,31icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"450,000",Alexandria,Maamoura,3,1,120,No,Apartment,Cash,Ready To Move
"700,000",Alexandria,Victoria,3,1,140,No,Apartment,Cash,Ready To Move
"620,000",Giza,Sheikh Zayed,3,1,84,No,Apartment,Cash,Ready To Move
"300,000",Cairo,Sharabeya,3,1,67,No,Apartment,Cash,Ready To Move
"1,500,000Negotiable",,170 SQM,31icon/categories/area170 SQM,,icon/categories/area170,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,151 SQM,33icon/categories/area151 SQM,,icon/categories/area151,No,Apartment,Cash,Ready To Move
"1,100,000",Cairo,Madinaty,2,1,78,No,Apartment,Cash,Ready To Move
"230,000Negotiable",,100 SQM,31icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Gesr Al Suez,3,1,110,No,Apartment,Cash,Ready To Move
"620,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"2,518,000Negotiable",,140 SQM,32icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"1,300,000",Cairo,Abasiya,3,1,135,No,Apartment,Cash,Ready To Move
"320,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"714,000Negotiable",,130 SQM,31icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,000,000Negotiable",,189 SQM,72icon/categories/area189 SQM,,icon/categories/area189,No,Apartment,Cash,Ready To Move
"700,000",Giza,Hadayek al-Ahram,3,2,135,No,Apartment,Cash,Ready To Move
"950,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"1,700,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Nasr City,3,2,220,No,Apartment,Cash,Ready To Move
"2,000,000",Giza,Sheikh Zayed,3,2,165,No,Apartment,Cash,Ready To Move
"3,100,000",Alexandria,Laurent,3,3,207,No,Apartment,Cash,Ready To Move
"7,000,000",Cairo,New Cairo - El Tagamoa,3,4,278,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Rehab City,3,2,147,No,Apartment,Cash,Ready To Move
"3,435,000",Cairo,Madinaty,3,1,167,No,Apartment,Cash,Ready To Move
"1,600,000",Giza,6th of October,3,2,165,No,Apartment,Cash,Ready To Move
"2,600,000Negotiable",,240 SQM,32icon/categories/area240 SQM,,icon/categories/area240,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,3,2,133,No,Apartment,Cash,Ready To Move
"1,450,000",Cairo,Rehab City,2,1,90,No,Apartment,Cash,Ready To Move
"2,600,000Negotiable",,240 SQM,32icon/categories/area240 SQM,,icon/categories/area240,No,Apartment,Cash,Ready To Move
"16,000,000Negotiable",,170 SQM,32icon/categories/area170 SQM,,icon/categories/area170,No,Apartment,Cash,Ready To Move
"1,100,000",Alexandria,Sidi Beshr,3,2,145,No,Apartment,Cash,Ready To Move
"2,950,000",Cairo,Madinaty,3,2,143,No,Apartment,Cash,Ready To Move
"3,600,000",Cairo,New Cairo - El Tagamoa,3,3,193,No,Apartment,Cash,Ready To Move
"650,000",Alexandria,Moharam Bik,3,1,115,No,Apartment,Cash,Ready To Move
"5,000,000",Cairo,New Cairo - El Tagamoa,2,2,168,No,Apartment,Cash,Ready To Move
"870,000Negotiable",,125 SQM,32icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"2,150,000Negotiable",,115 SQM,22icon/categories/area115 SQM,,icon/categories/area115,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"2,150,000",Giza,6th of October,3,2,195,No,Apartment,Cash,Ready To Move
"750,000",Giza,6th of October,2,2,100,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Madinaty,3,3,186,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,2,2,98,No,Apartment,Cash,Ready To Move
"4,500,000Negotiable",,227 SQM,33icon/categories/area227 SQM,,icon/categories/area227,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Rehab City,3,3,162,No,Apartment,Cash,Ready To Move
"7,250,000",Cairo,New Cairo - El Tagamoa,3,3,208,No,Apartment,Cash,Ready To Move
"675,000",Cairo,Gesr Al Suez,3,2,155,No,Apartment,Cash,Ready To Move
"170,000",Cairo,Badr City,3,1,90,No,Apartment,Cash,Ready To Move
"800,000",Cairo,Maadi,3,1,100,No,Apartment,Cash,Ready To Move
"7,250,000",Cairo,Mokattam,3,3,208,No,Apartment,Cash,Ready To Move
"1,900,000Negotiable",,157 SQM,32icon/categories/area157 SQM,,icon/categories/area157,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Rehab City,3,2,127,No,Apartment,Cash,Ready To Move
"580,000Negotiable",,125 SQM,31icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,110 SQM,31icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"350,000",Cairo,Obour City,2,1,63,No,Apartment,Cash,Ready To Move
"1,150,000",Cairo,Madinaty,2,1,70,No,Apartment,Cash,Ready To Move
"380,000Negotiable",,120 SQM,31icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"285,000Negotiable",,110 SQM,31icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"3,100,000Negotiable",,265 SQM,33icon/categories/area265 SQM,,icon/categories/area265,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,New Cairo - El Tagamoa,3,2,200,No,Apartment,Cash,Ready To Move
"590,000Negotiable",,145 SQM,32icon/categories/area145 SQM,,icon/categories/area145,No,Apartment,Cash,Ready To Move
"3,300,000",Cairo,New Cairo - El Tagamoa,3,2,146,No,Apartment,Cash,Ready To Move
"1,000,000",Minya,Minya City,3,1,130,No,Apartment,Cash,Ready To Move
"740,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"200,000",Alexandria,Agami,2,1,90,No,Apartment,Cash,Ready To Move
"2,850,000",Giza,Sheikh Zayed,2,2,137,No,Apartment,Cash,Ready To Move
"695,000Negotiable",,98 SQM,21icon/categories/area98 SQM,,icon/categories/area98,No,Apartment,Cash,Ready To Move
"1,050,000",Cairo,Madinaty,2,1,78,No,Apartment,Cash,Ready To Move
"420,000Negotiable",,140 SQM,31icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"1,500,000Negotiable",,120 SQM,31icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,245 SQM,32icon/categories/area245 SQM,,icon/categories/area245,No,Apartment,Cash,Ready To Move
"2,950,000",Cairo,Madinaty,3,3,175,No,Apartment,Cash,Ready To Move
"165,000Negotiable",,60 SQM,21icon/categories/area60 SQM,,icon/categories/area60,No,Apartment,Cash,Ready To Move
"900,000Negotiable",,65 SQM,21icon/categories/area65 SQM,,icon/categories/area65,No,Apartment,Cash,Ready To Move
"1,300,000",Giza,Sheikh Zayed,3,2,113,No,Apartment,Cash,Ready To Move
"1,250,000",Cairo,Sheraton,2,1,120,No,Apartment,Cash,Ready To Move
"2,850,000",Alexandria,Roushdy,3,3,187,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"2,450,000",Giza,Sheikh Zayed,3,2,128,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Nasr City,3,3,235,No,Apartment,Cash,Ready To Move
"380,000Negotiable",,130 SQM,31icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"520,000",Cairo,Tura,3,2,120,No,Apartment,Cash,Ready To Move
"1,000,000",Cairo,Obour City,3,2,170,No,Apartment,Cash,Ready To Move
"550,000",Giza,Tersa,2,1,140,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Nasr City,3,2,175,No,Apartment,Cash,Ready To Move
"845,000Negotiable",,125 SQM,31icon/categories/area125 SQM,,icon/categories/area125,No,Apartment,Cash,Ready To Move
"1,650,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"6,000,000",Cairo,New Cairo - El Tagamoa,3,3,193,No,Apartment,Cash,Ready To Move
"220,000Negotiable",,70 SQM,21icon/categories/area70 SQM,,icon/categories/area70,No,Apartment,Cash,Ready To Move
"140,000",Qalyubia,Shubra al-Khaimah,2,1,65,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Rehab City,3,3,155,No,Apartment,Cash,Ready To Move
"240,000",Cairo,Mokattam,2,1,54,No,Apartment,Cash,Ready To Move
"1,250,000",Cairo,Madinaty,2,1,91,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Madinaty,3,3,245,No,Apartment,Cash,Ready To Move
"550,000",Cairo,Mokattam,3,2,100,No,Apartment,Cash,Ready To Move
"9,000,000",Cairo,New Cairo - El Tagamoa,3,3,238,No,Apartment,Cash,Ready To Move
"320,000Negotiable",,77 SQM,21icon/categories/area77 SQM,,icon/categories/area77,No,Apartment,Cash,Ready To Move
"10,000,000",Cairo,New Cairo - El Tagamoa,3,3,244,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Nasr City,4,3,189,No,Apartment,Cash,Ready To Move
"400,000",Qalyubia,Shubra al-Khaimah,3,1,125,No,Apartment,Cash,Ready To Move
"850,000Negotiable",,105 SQM,31icon/categories/area105 SQM,,icon/categories/area105,No,Apartment,Cash,Ready To Move
"8,500,000",Cairo,New Cairo - El Tagamoa,3,3,238,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,77 SQM,21icon/categories/area77 SQM,,icon/categories/area77,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,170 SQM,32icon/categories/area170 SQM,,icon/categories/area170,No,Apartment,Cash,Ready To Move
"30,000Negotiable",,400 SQM,10+10+icon/categories/area400 SQM,,icon/categories/area400,No,Apartment,Cash,Ready To Move
"190,000",Alexandria,Montazah,2,1,65,No,Apartment,Cash,Ready To Move
"3,200,000",Cairo,New Cairo - El Tagamoa,3,2,260,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,3,1,144,No,Apartment,Cash,Ready To Move
"3,200,000",Cairo,New Cairo - El Tagamoa,3,2,260,No,Apartment,Cash,Ready To Move
"1,200,000Negotiable",,150 SQM,32icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"420,000Negotiable",,155 SQM,42icon/categories/area155 SQM,,icon/categories/area155,No,Apartment,Cash,Ready To Move
"285,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"500,000Negotiable",,100 SQM,31icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"350,000",Cairo,Madinaty,3,3,211,No,Apartment,Cash,Ready To Move
"6,800,000",Cairo,Mokattam,3,3,225,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"3,300,000Negotiable",,350 SQM,33icon/categories/area350 SQM,,icon/categories/area350,No,Apartment,Cash,Ready To Move
"400,000",Cairo,Badr City,2,1,75,No,Apartment,Cash,Ready To Move
"1,300,000Negotiable",,130 SQM,21icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"300,000",Alexandria,Seyouf,3,1,120,No,Apartment,Cash,Ready To Move
